REFERENCE;SAMPLE CODE;SITE NAME ;WTD;pH;LAT ;LONG;ALA MIL;AMP WRI;ARC ART;ARC CAT;ARC DIS;ARC GIB;ARC HEM;ARC VUL;ARC FLA;ARG DEN;ASS MUS;ASS SEM;BUL IND;CEN ACU;CEN CAS;CEN ECO;CEN PLA;CON PON;COR TRI;CRY OVI;CRY SAC;CYC ARC;CYP AMP;DIF ACU;DIF BAC;DIF GLO;DIF LEI;DIF LUC;DIF OBL;DIF OVI;DIF PRI;DIF PUL;DIF RUB;DIF URC;EUG CIL;EUG ROT;EUG STR;EUG TUB;GIB TUB;HEL PET;HEL ROS;HEL SPH;HEL SYL;HYA ELE;HYA MIN;HYA PAP;HYA SUB;LES EPI;LES SPI;NEB BAR;NEB COL;NEB FLA;NEB MIN;NEB PEN;NEB TIN;PAD LAG;PAD WAI;PAR IRR;PHR ACR;PHY GRI;PLAGIO;PLA SPI;PLA CAR;PLA MAR;PSE FAS;PSE FUL;PYXI;QUA SYM;SPH LEN;TRA DEN;TRI ARC ;WAI EBO;;;;;
Booth & Zygmunt 2005;WG10;Wager Gulch;15,0;3,90000009536743;37,878;-107,369;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,7;29,3;0,0;0,0;0,0;13,3;0,0;0,0;0,0;12,7;16,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Markel et al. 2010;AK21;Brown's Lake;15,0;4;60,471;-150,728;3,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,7;2,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,3;10,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;3,3;0,0;0,0;0,0;0,0;0,0;3,3;0,0;28,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,3;0,0;0,0;0,0;0,0;0,0;0,0;7,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Markel et al. 2010;AK27;Teardrop Lake;15,0;3,96;60,472;-150,700;5,3;0,0;0,7;0,0;0,0;0,0;0,0;0,0;6,0;0,0;11,3;1,3;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,3;0,0;44,0;0,7;15,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,3;0,7;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;;;;;
Markel et al. 2010;AK64;Parks Hwy ;15,0;4,48;63,081;-149,527;6,0;0,0;0,0;7,3;0,0;2,7;0,0;1,3;1,3;0,7;6,7;0,0;0,0;1,3;6,7;0,0;0,7;0,0;16,0;10,0;0,0;5,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;10,7;0,0;0,7;0,0;0,7;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;2,7;0,0;1,3;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,3;0,0;0,0;;;;;
Markel et al. 2010;AK70;Jake Lake;15,0;4,18;62,430;-150,704;18,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;1,3;1,3;1,3;0,0;0,0;0,0;10,7;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;21,3;0,0;10,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Markel et al. 2010;AK72;Jake Lake;15,0;4,12;62,430;-150,704;8,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27,3;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,3;0,0;0,0;0,0;0,0;0,0;34,7;0,0;14,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Markel et al. 2010;JLA6;Jake Lake;15,0;4,2;62,430;-150,704;5,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,7;0,0;0,0;2,0;0,7;0,0;0,0;0,0;17,3;56,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Clifford (unpublished);BB11-1;Burns;15,0;3,6;49,123;-122,970;0,0;7,5;0,0;0,0;0,9;0,0;0,0;0,0;0,9;0,0;2,8;1,9;0,0;0,0;0,0;0,0;0,0;0,0;0,9;0,0;0,0;0,0;0,0;0,0;0,9;6,6;0,0;0,9;0,0;0,0;0,9;0,0;0,0;0,0;0,0;2,8;21,7;9,4;0,0;0,0;0,0;0,0;0,9;9,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,8;2,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Amesbury et al 2013;D2;Petite;15,0;4,31;45,144;-63,937;1,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;38,2;0,0;1,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,6;2,2;31,8;0,0;15,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;;;;;
"Amesbury et al 2013; Lamarre et al 2013";A4;Tourbiere de l'Aeroport;15,0;3,17;50,275;-63,614;5,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;40,2;0,0;8,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;25,4;1,6;13,8;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,6;0,0;0,5;0,0;1,1;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Amesbury et al 2013;C2;Nordan's Pond;15,0;4,25;49,161;-53,598;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21,4;0,0;1,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;1,8;0,0;33,3;7,1;22,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
"Amesbury et al 2013; Charman and Warner 1997";8;Crooked;15,0;4,90;49,139;-56,111;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;36,6;0,0;29,7;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;2,0;0,0;1,0;1,0;14,9;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;
"Amesbury et al 2013; Charman and Warner 1997";5;Sam's River;15,0;4,79;46,731;-53,519;28,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;1,0;9,7;8,7;0,0;1,0;2,4;0,0;2,9;0,0;0,0;0,0;0,0;5,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,9;0,0;11,6;0,0;2,9;1,0;4,8;0,0;1,0;1,0;0,0;0,0;0,0;0,0;4,8;0,0;0,0;2,9;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,9;0,0;;;;;
Lamarre et al 2013;KUJU_1;Kuujuarapik;15,0;4,32;55,226;-77,696;6,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;12,7;0,0;6,0;0,0;0,0;4,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,3;0,0;0,0;0,0;0,7;0,0;2,0;0,0;0,0;0,7;0,0;0,0;38,7;0,0;6,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;9,3;0,0;0,0;0,0;4,7;2,7;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Lamarre et al 2013;LG2 Fen_8;La Grande Fen;15,0;5,7;53,650;-77,726;0,0;0,0;1,3;1,3;0,0;0,0;0,0;0,0;23,2;4,0;17,9;0,7;0,0;6,0;1,3;6,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;2,6;0,0;0,0;7,3;1,3;0,0;16,6;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;5,3;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Lamarre et al 2013;Manic_6 ;Manic;15,0;4,3;49,123;-68,292;5,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19,7;0,0;5,3;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;41,4;0,0;12,5;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;3,3;0,0;;;;;
Lamarre et al 2013;Roma_11;Roma;15,0;3,93;50,298;-63,693;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;32,7;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,7;0,0;34,0;4,7;20,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;1,3;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Warner 1987;S5;Sifton;15,0;4,7;42,970;-81,323;1,1;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;3,8;2,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,1;0,0;11,4;0,0;39,7;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,5;0,0;0,0;12,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,8;0,0;;;;;
Roe et al 2017;ALF7;Alfred;15,0;4,39;45,494;-74,805;1,2;0,0;0,0;0,6;1,8;0,0;0,0;0,6;0,0;0,0;4,9;1,8;0,0;1,8;0,0;0,0;0,0;0,0;2,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2;8,5;0,0;1,2;0,0;0,0;0,0;0,6;45,1;0,0;2,4;3,0;0,0;0,0;2,4;0,0;0,0;6,7;0,0;1,2;0,0;0,0;0,0;0,0;9,1;0,0;0,6;0,0;0,0;0,0;0,6;0,0;0,0;1,2;0,0;0,6;0,0;;;;;
Roe et al 2017;MER47;Mer Bleue;15,0;3,63;45,402;-75,486;2,7;0,0;0,0;5,4;7,4;0,0;0,0;0,0;0,0;0,0;5,4;4,7;1,4;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,7;0,0;0,0;0,0;0,0;0,7;1,4;21,6;0,0;10,8;0,0;0,0;0,0;0,0;2,7;0,0;14,2;4,1;6,8;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;2,7;0,7;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;
Roe et al 2017;MIR1;Mirabel;15,0;3,79;45,685;-74,045;5,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,1;1,1;0,0;6,2;1,1;0,0;0,0;0,0;3,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;1,1;0,0;0,0;0,0;2,3;1,7;0,6;0,0;0,0;0,0;0,0;8,5;32,8;0,0;0,0;0,6;0,0;0,0;0,0;2,8;0,0;4,0;2,8;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;9,6;0,0;;;;;
Warner and Charman 1994;BGW05;Unknown;15,0;3,9;;;8,2;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;16,5;0,0;1,0;0,0;5,2;0,0;0,0;0,0;3,1;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;3,1;0,0;0,0;0,0;0,0;0,0;0,0;12,4;0,0;1,0;0,0;0,0;0,0;0,0;0,0;12,4;0,0;1,0;0,0;0,0;0,0;0,0;5,2;0,0;0,0;0,0;24,7;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;
Booth 2008;BL10;Bloomingdale;15,5;3,64;44,383;-74,139;18,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,3;2,9;6,5;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,5;0,6;0,0;0,0;0,0;0,0;8,2;25,3;0,0;0,0;5,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;;;;;
Booth 2008;HL14;Hole-in-bog;15,5;3,83;47,300;-94,249;2,5;0,0;0,6;0,0;0,0;0,0;0,0;0,0;44,4;1,9;5,6;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,6;1,9;0,0;0,0;0,6;1,9;0,0;4,4;0,0;16,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,0;0,0;0,0;0,0;1,3;0,6;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2008;IC08;Island Camp;15,5;3,89;46,272;-86,647;0,0;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,5;0,0;5,3;0,5;1,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,9;0,0;0,0;0,0;0,0;0,0;68,0;0,0;4,4;0,0;0,0;0,0;0,0;1,9;0,0;0,0;0,0;6,8;0,0;0,0;0,0;1,0;6,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;;;;;
Booth 2008;MI17;Minden;15,5;3,55;43,610;-82,836;7,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,6;11,0;3,2;1,9;3,2;0,6;0,0;0,0;3,2;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,9;5,8;0,0;5,8;0,0;0,6;3,2;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,6;0,0;0,0;0,0;17,5;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,2;0,0;;;;;
Booth 2008;MI18;Minden;15,5;3,65;43,610;-82,836;14,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,5;0,0;0,7;13,1;2,6;0,7;0,0;0,0;2,6;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;4,6;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;
Booth 2008;TL61;Trout E;15,5;3,69;46,004;-89,594;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;9,8;0,0;7,8;2,0;0,5;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;23,5;0,5;16,2;0,0;10,8;0,0;0,0;0,0;0,0;4,9;0,0;0,0;0,0;2,9;0,0;0,0;0,0;12,7;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Lamarre et al 2013;Roma_12;Roma;15,5;4,07;50,298;-63,693;2,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;23,3;0,0;2,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;2,7;0,0;35,3;2,0;24,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Sullivan and Booth 2011;TI5;Titus;15,7;4,15;41,952;-75,266;4,1;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,2;1,4;0,0;0,7;5,5;28,1;0,0;0,0;8,2;0,0;0,0;6,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;2,7;0,0;0,0;2,7;1,4;0,7;0,0;2,1;0,0;17,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,1;0,0;;;;;
Booth 2001;840ada;Grand Traverse Bay;16,0;4,3;47,166;-88,255;0,4;0,0;0,0;0,0;5,7;0,0;0,0;0,4;3,1;0,0;14,5;0,0;0,0;0,0;17,1;0,0;0,0;0,0;0,4;0,0;0,0;2,2;0,0;0,4;0,0;9,2;1,3;9,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,8;8,3;0,0;0,0;0,0;2,2;0,0;3,1;0,0;3,9;0,0;0,0;0,0;0,0;3,9;0,0;0,0;0,0;7,5;0,0;0,0;0,0;0,0;5,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2001;951bda;Tahquamenon Bay;16,0;3,8;46,475;-84,995;8,2;0,0;0,0;2,0;4,3;0,0;0,0;0,0;2,7;0,0;20,0;7,1;1,2;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,4;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;1,2;0,0;10,2;0,0;0,0;6,3;13,7;0,0;1,6;0,4;0,0;0,0;0,0;1,2;0,0;0,0;0,8;5,9;0,0;0,0;0,0;0,0;8,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,4;0,0;;;;;
Booth 2001;951eda;Tahquamenon Bay;16,0;3,9;46,475;-84,995;5,2;0,0;0,0;1,4;3,8;0,0;0,0;0,0;21,2;0,0;2,8;0,9;0,0;0,0;0,0;0,0;0,0;0,0;1,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9;1,4;0,0;0,5;0,0;0,0;1,9;27,4;0,0;14,2;0,9;0,0;0,0;0,0;0,0;0,0;0,0;6,1;5,2;0,0;0,0;0,0;0,0;4,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;;;;;
Booth 2002;1023A;Au Train Bay;16,0;3,5;46,548;-86,059;11,4;0,0;0,0;2,4;6,9;0,0;0,0;0,0;0,0;0,0;2,4;0,4;0,0;3,3;0,0;0,4;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,4;0,0;0,4;0,0;0,0;3,3;19,6;0,0;24,1;1,2;0,0;0,0;0,0;0,0;0,0;0,0;0,8;10,6;0,0;0,0;0,0;4,5;6,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2002;834Z00;Grand Traverse Bay;16,0;4,3;47,166;-88,255;4,5;0,0;0,0;7,6;0,0;0,0;0,0;0,0;0,0;0,0;4,5;4,5;0,8;15,2;0,8;7,6;0,0;0,0;0,0;0,0;0,0;6,1;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,5;0,0;0,0;0,0;3,8;0,8;3,8;4,5;0,0;0,0;0,0;0,0;0,0;0,8;10,6;0,0;0,0;0,0;7,6;0,0;0,0;0,0;0,0;9,1;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;1,5;0,0;;;;;
Booth 2002;MINDENE;Minden;16,0;3,5;43,610;-82,836;18,5;0,0;0,0;0,0;2,7;0,0;0,0;0,0;0,0;0,0;7,3;4,6;0,4;0,0;0,0;0,0;0,0;0,0;1,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,3;7,3;0,0;3,5;0,0;0,4;4,6;9,3;0,0;0,0;10,4;0,0;0,0;0,0;0,0;0,0;0,0;9,3;8,9;0,0;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;3,5;0,0;0,0;0,0;0,0;5,0;0,0;;;;;
Booth 2002;NRB1;North Rhody;16,0;4,3;46,583;-86,073;0,0;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;18,0;0,0;0,0;0,0;16,4;0,0;0,8;0,0;2,0;0,0;0,0;0,0;0,0;0,4;0,0;18,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;3,6;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,6;0,0;0,0;6,8;0,0;0,0;0,0;0,0;0,0;0,0;5,2;0,0;0,0;;;;;
Booth 2002;PBN2;Partridge Lake;16,0;3,9;47,420;-88,008;3,0;0,0;0,0;3,7;0,0;0,0;0,0;0,0;3,0;0,0;2,7;1,0;0,0;0,3;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;2,7;0,0;0,0;0,0;14,0;3,0;25,4;0,0;20,7;0,0;0,0;0,0;0,0;5,7;0,0;0,0;0,0;0,7;0,0;0,0;0,0;1,3;11,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;;;;;
Booth 2002;PBN5;Partridge Lake;16,0;3,7;47,420;-88,008;3,6;0,0;0,0;2,9;0,0;0,0;0,0;0,0;4,7;0,0;1,1;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,2;0,4;56,3;0,0;14,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,4;0,0;0,0;0,0;0,0;2,2;9,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,4;0,0;;;;;
Booth 2008;TL59;Trout E;16,0;3,72;46,004;-89,594;0,6;0,0;1,0;0,6;0,0;0,0;0,0;0,0;18,7;0,0;9,0;3,2;0,0;0,3;0,0;1,6;0,0;0,0;0,6;0,0;0,0;0,3;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;9,7;1,6;11,3;0,0;22,3;0,0;0,0;0,0;0,0;5,8;0,0;0,0;0,0;0,3;0,0;0,0;0,0;4,5;5,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;;;;;
