REFERENCE;SAMPLE CODE;SITE NAME ;WTD;pH;LAT ;LONG;ALA MIL;AMP WRI;ARC ART;ARC CAT;ARC DIS;ARC GIB;ARC HEM;ARC VUL;ARC FLA;ARG DEN;ASS MUS;ASS SEM;BUL IND;CEN ACU;CEN CAS;CEN ECO;CEN PLA;CON PON;COR TRI;CRY OVI;CRY SAC;CYC ARC;CYP AMP;DIF ACU;DIF BAC;DIF GLO;DIF LEI;DIF LUC;DIF OBL;DIF OVI;DIF PRI;DIF PUL;DIF RUB;DIF URC;EUG CIL;EUG ROT;EUG STR;EUG TUB;GIB TUB;HEL PET;HEL ROS;HEL SPH;HEL SYL;HYA ELE;HYA MIN;HYA PAP;HYA SUB;LES EPI;LES SPI;NEB BAR;NEB COL;NEB FLA;NEB MIN;NEB PEN;NEB TIN;PAD LAG;PAD WAI;PAR IRR;PHR ACR;PHY GRI;PLAGIO;PLA SPI;PLA CAR;PLA MAR;PSE FAS;PSE FUL;PYXI;QUA SYM;SPH LEN;TRA DEN;TRI ARC ;WAI EBO;;;;;
Lamarre et al 2013;Lebel_G_8;Lebel-G;41,5;3,8;49,101;-68,219;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;17,3;12,0;0,7;0,0;0,0;0,0;0,0;0,0;8,0;1,3;0,0;14,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;10,0;0,0;0,0;0,0;0,7;4,7;0,0;1,3;0,0;7,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;14,0;0,0;;;;;
Payne et al 2006;BB07;Bicentennial Park;41,8;4,1;61,160;-149,743;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,7;0,0;19,2;1,7;2,9;0,0;0,0;20,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,7;0,0;0,6;0,0;29,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,1;0,0;0,0;2,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2;0,0;;;;;
Booth 2001;905ada;Tahquamenon Bay;42,0;5,1;46,475;-84,995;14,7;0,0;0,0;1,3;0,7;0,0;0,0;0,0;0,0;0,0;10,0;0,0;1,3;0,7;10,0;0,0;0,0;0,0;0,0;0,0;0,0;2,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;5,3;0,0;0,7;10,7;0,0;0,0;0,0;9,3;0,0;0,0;0,0;0,0;0,0;0,0;2,0;24,7;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,7;0,0;;;;;
Booth 2002;MINDENO;Minden;42,0;3,4;43,610;-82,836;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,7;23,1;7,2;0,0;1,2;0,0;0,0;0,0;2,4;0,0;0,0;3,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;1,2;5,6;0,0;0,0;0,0;0,4;0,8;0,0;0,0;0,0;11,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;15,5;0,0;;;;;
Booth & Zygmunt 2005;BB8;Burro Bridge;42,0;3,3;37,846;-107,727;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,3;59,3;0,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;
Booth et al 2008;p2;Catfish Pocosin;42,0;3,47;34,919;-77,088;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;56,4;0,0;0,0;5,1;10,9;0,0;0,0;0,0;3,2;0,0;0,0;0,0;0,0;0,0;0,0;1,9;0,0;0,0;1,9;0,0;0,0;0,0;0,0;0,0;0,0;2,6;12,2;5,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Markel et al. 2010;AK29;Teardrop Lake;42,0;4,01;60,472;-150,700;0,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;47,3;10,7;0,0;0,0;0,0;2,7;0,0;0,0;11,3;3,3;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;2,7;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,3;0,0;;;;;
Clifford (unpublished);PL11-5;Point Lena;42,0;3,89;58,386;-134,746;6,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;22,5;4,9;0,0;0,0;0,0;0,0;0,0;0,0;5,9;0,0;0,0;2,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;2,0;1,0;0,0;2,0;0,0;0,0;0,0;2,0;1,0;37,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,9;0,0;;;;;
Payne et al 2006;JI21;Jigsaw Lake;42,0;4,4;60,739;-150,490;0,4;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;41,9;11,0;3,5;0,0;9,3;0,0;0,0;0,0;5,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,3;1,3;0,0;0,0;0,0;0,0;0,0;0,4;0,0;1,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;4,9;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,8;0,0;;;;;
Roe et al 2017;ALF4;Alfred;42,0;4,54;45,494;-74,805;9,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,4;2,8;0,6;3,4;2,8;0,0;0,0;0,0;1,1;0,0;0,0;16,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,1;2,8;0,0;0,0;0,0;0,0;0,0;0,6;0,6;0,0;0,0;11,2;0,0;0,0;0,0;0,6;0,0;0,0;0,0;1,1;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,0;0,0;;;;;
Booth 2008;TOA04;Toivola A;42,5;3,4;46,927;-92,795;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;45,2;1,6;1,6;3,2;6,5;3,2;0,0;0,0;0,0;0,0;0,0;11,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,6;0,0;3,2;0,0;0,0;0,0;0,0;0,0;0,0;3,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19,4;0,0;;;;;
Booth & Zygmunt 2005;WG9;Wager Gulch;43,0;3,09999990463257;37,878;-107,369;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;62,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;32,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,3;0,0;;;;;
Clifford (unpublished);BB11-5;Burns;43,0;3,74;49,123;-122,970;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;62,7;2,7;0,0;0,0;0,0;0,0;0,0;0,0;15,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,8;0,0;0,0;1,8;11,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,8;0,0;0,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9;0,0;;;;;
Clifford (unpublished);PL11-2;Point Lena;43,0;3,95;58,386;-134,746;0,0;0,0;0,0;5,9;0,0;0,0;0,0;0,0;0,0;0,0;16,9;0,0;0,8;2,5;0,0;0,0;0,0;0,0;0,0;0,8;0,0;1,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,7;0,0;0,0;0,0;0,0;3,4;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,8;48,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,9;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,4;0,0;;;;;
Payne et al 2006;MP07;Moose Pass;43,0;4,9;60,509;-149,442;5,5;0,0;1,8;0,0;0,0;0,0;0,0;0,0;6,8;0,6;19,6;1,8;0,6;7,4;0,0;1,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,9;11,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;11,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,1;0,0;0,0;0,0;5,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,8;0,0;8,0;0,0;;;;;
Amesbury et al 2013;D1;Burnt Village Bog;43,0;4,13;51,126;-55,927;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,7;0,7;1,3;0,0;0,0;0,0;0,0;0,0;3,3;36,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;2,0;4,0;0,0;0,0;0,0;0,0;10,0;0,0;14,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,7;0,0;;;;;
Finkelstein/Bunbury unpublished;M1;Attawapiskat River 2;43,0;3,87;52,720;-83,940;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;46,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;13,0;0,0;0,0;0,0;0,0;0,0;0,0;18,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,0;0,0;;;;;
Lamarre et al 2013;Manic_14;Manic;43,0;;49,123;-68,292;1,4;0,0;0,0;9,5;0,0;0,0;0,0;0,0;1,4;0,0;18,9;1,4;2,0;1,4;0,0;10,8;0,0;0,0;0,7;5,4;0,0;9,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;1,4;0,0;0,0;0,0;0,7;0,7;0,7;5,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20,9;0,0;;;;;
Lamarre et al 2013;Manic_2 ;Manic;43,0;;49,123;-68,292;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,3;2,0;0,7;0,0;0,0;0,0;0,0;0,0;44,7;0,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,7;0,0;13,3;0,0;0,0;0,0;0,0;2,7;0,0;2,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,0;0,0;0,0;0,0;0,0;4,0;0,0;;;;;
Roe et al 2017;MER18;Mer Bleue;43,0;3,8;45,402;-75,486;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22,8;2,5;0,0;3,1;3,7;0,0;0,6;0,0;9,9;0,0;0,0;29,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,5;4,9;0,0;0,0;0,0;0,0;3,1;0,6;0,0;0,0;0,6;0,0;0,0;0,0;0,6;0,0;3,7;0,0;0,0;0,0;0,0;0,0;0,6;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,5;0,0;;;;;
Charman and Warner 1992;1235;Wally Creek;43,0;4,30 ;49,076;-80,537;29,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;2,0;0,0;0,0;1,0;0,0;0,0;0,0;10,0;0,0;0,0;13,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;13,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,0;0,0;;;;;
Booth 2008;KT06;Kentucky Trail;43,5;3,62;46,247;-86,601;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;39,2;0,0;1,3;0,0;1,3;50,6;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,1;0,0;;;;;
Booth 2008;TL13;Crystal;43,8;3,53;46,007;-89,605;1,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;47,6;10,5;3,1;0,7;1,0;0,3;0,0;0,0;3,8;0,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,7;0,0;12,2;0,0;0,0;0,0;0,0;2,1;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,0;0,0;;;;;
Booth 2002;MINDENB;Minden;44,0;3,5;43,610;-82,836;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;46,0;4,0;4,0;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;10,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,4;16,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,0;0,0;;;;;
Booth 2008;TL43;Falliston;44,0;3,54;45,995;-89,613;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;58,1;4,4;1,3;0,0;0,0;0,0;0,0;0,0;6,3;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,9;0,0;8,8;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,5;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,1;0,0;;;;;
Markel et al. 2010;AK35;Funny River;44,0;4,23;60,415;-150,901;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35,3;0,0;0,0;0,0;8,7;0,0;0,7;0,0;9,3;20,7;0,0;17,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;2,7;0,0;0,0;;;;;
Payne et al 2006;JI05;Jigsaw Lake;44,0;4,4;60,739;-150,490;3,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,4;0,0;33,2;0,0;0,0;0,0;1,6;0,0;0,0;0,0;9,7;1,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,9;5,7;0,0;0,0;0,0;6,9;0,0;1,2;0,0;0,0;0,0;8,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,5;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;;;;;
Amesbury et al 2013;E1;Colin;44,0;3,64;45,108;-63,895;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22,7;2,9;1,2;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;65,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,7;0,0;;;;;
Lamarre et al 2013;VLD Bog_3;Val d'Or;44,0;4,32;48,187;-77,595;19,9;0,0;0,0;3,3;0,0;0,0;0,0;0,0;0,7;0,0;27,8;3,3;0,7;0,0;0,0;4,0;0,0;0,0;6,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;11,3;0,0;0,0;0,0;0,0;3,3;0,7;2,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,9;0,0;;;;;
Charman and Warner 1992;1236;Wally Creek;44,0;3,94 ;49,076;-80,537;11,3;0,0;4,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,5;1,0;1,0;0,0;1,0;0,0;0,0;0,0;18,6;0,0;0,0;12,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;5,2;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;20,6;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;
Booth 2008;TL07;Crystal;44,5;3,49;46,007;-89,605;0,0;0,0;0,8;2,4;0,0;0,0;0,0;0,0;0,0;0,0;61,1;15,1;1,6;0,0;3,2;7,9;0,0;0,0;0,8;0,8;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,0;0,0;;;;;
Booth 2008;TL93;Trout B;44,5;3,46;46,004;-89,594;0,0;0,0;1,6;1,2;0,0;0,0;0,0;0,0;0,4;0,0;53,2;3,6;7,2;0,0;0,8;22,8;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,6;0,0;2,4;0,0;0,0;0,0;0,0;0,4;0,4;1,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;
Booth 2002;840?X00;Grand Traverse Bay;45,0;3,7;47,166;-88,255;14,4;0,0;0,0;0,8;2,3;0,0;0,0;0,0;0,0;0,0;7,0;0,4;0,0;2,7;1,2;1,2;0,0;0,0;1,6;0,0;0,0;16,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,3;0,0;0,0;0,0;0,0;0,0;3,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,1;0,0;0,0;0,0;0,0;0,0;0,0;6,2;16,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,7;0,0;0,0;0,0;0,0;9,3;0,0;;;;;
Booth 2008;SP04;Spruce;45,0;3,71;46,095;-92,112;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;56,2;2,5;2,5;0,8;2,5;0,8;0,0;0,0;2,5;0,0;0,0;8,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;7,4;0,0;0,0;0,0;0,0;0,8;0,0;0,8;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,4;0,0;;;;;
Booth et al 2008;p6;Catfish Pocosin;45,0;3,6;34,919;-77,088;0,0;0,0;0,0;15,1;1,3;0,0;0,0;0,0;0,0;0,0;5,7;0,0;0,0;1,9;10,7;0,0;5,7;0,0;0,0;0,0;0,0;44,7;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,1;0,0;0,0;0,0;0,0;0,0;0,0;3,1;0,0;0,0;0,0;0,0;3,1;0,0;;;;;
Clifford (unpublished);BB11-12;Burns;45,0;3,87;49,123;-122,970;18,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;38,8;5,8;0,0;0,0;2,9;0,0;0,0;0,0;19,4;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,9;7,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Payne et al 2006;BB17;Bicentennial Park;45,0;4,0;61,160;-149,743;2,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;55,0;0,0;12,0;0,0;2,6;0,0;0,0;0,0;1,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22,5;0,0;0,0;0,0;1,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Amesbury et al 2013;B1;Sidney;45,0;5,01;44,388;-69,788;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;36,4;15,5;0,9;0,0;0,5;0,0;0,0;0,0;5,5;1,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,8;0,9;10,0;0,0;0,0;0,0;0,0;1,8;0,0;0,9;0,0;7,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,4;0,0;;;;;
Amesbury et al 2013;C2;Sidney;45,0;4,86;44,388;-69,788;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,3;9,0;1,3;1,9;0,0;0,0;0,0;0,0;6,4;0,0;0,0;9,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,6;7,1;0,0;0,0;0,0;0,0;1,3;0,0;0,6;0,0;12,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22,4;0,0;;;;;
Lamarre et al 2013;Abeille_2;Abeille;45,0;3,99;54,115;-73,327;0,0;0,0;0,0;3,2;0,0;0,0;0,0;0,0;0,0;0,0;5,1;3,2;6,4;0,0;0,0;1,3;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;62,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,7;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,3;0,0;;;;;
